id,sentence
q2_3_4_page_39-0005,"Ngoài cửa Kim Thanh về phía bắc là Thần Khố, ngoài cửa Ngọc Chấn về phía bắc là Thần Trù, phía nam cửa Văn Miếu dựng bia đá đề tên tiến sĩ."
q2_3_4_page_39-0006,"Ở ngoài lại xây tường, phía trước là cửa miếu, phía tả là cửa Chấn Đức (trước gọi là cửa Đạt Thành, mới đổi tên từ hồi đầu niên hiệu Thiệu Trị), phía hữu là cửa Quan Đức; trước cửa miếu lại dựng cửa Linh Tinh, phía ngoài thẳng với các cửa về phía đông và phía tây, xây bốn trụ biểu và mỗi bên dựng một bia khuynh cái (ngả lọng) hạ mã (xuống ngựa)."
q2_3_4_page_39-0007,"Ở bờ sông, năm Minh Mệnh thứ 10, xây đá thành hình bán nguyệt để ngăn ngọn nước chảy xói."
q2_3_4_page_39-0008,"Kính xét: hồi đầu bản triều, Văn Miếu ở địa phận xã Triều Sơn, thờ thần tượng, năm Canh Dần thứ 5 đời Duệ Tông, dời đến địa phận xã Long Hồ."
q2_3_4_page_39-0009,"Năm Gia Long thứ 7 dời đến chỗ hiện nay, chôn thần tượng và đổi đề bài vị, định lệ 3 năm vua thần đến tế một lần, còn thì sai đại thần tế thay."
q2_3_4_page_39-0010,"Thánh Tổ Nhân Hoàng Đế ba lần đến lễ vào các năm thứ 3, thứ 11, thứ 21."
q2_3_4_page_39-0011,"Hiến Tổ Chương Hoàng Đế hai lần đến lễ vào các năm thứ 3, thứ 6."
q2_3_4_page_39-0012,Năm Tự Đức thứ 4 rước Kim thượng đến lễ.
q2_3_4_page_39-0013,"Năm thứ 7 lại rước Kim thượng đến lễ, khi lễ xong, nhà vua hạ lệnh rước xa giá đến xem học."
q2_3_4_page_40-0001,ĐỀN KHẢI THÁNH
q2_3_4_page_40-0002,"Ở địa phận xã Long Hồ, phía tây."
q2_3_4_page_40-0003,"Văn Miếu. Năm Gia Long thứ 7, nhân nền Văn Miếu cũ mà làm, nhà chính và nhà trước đều 5 gian, có nhà Tả vu và Hữu vu, phía trước có cửa Nghi Môn."
q2_3_4_page_40-0004,"Án chính giữa thờ bài vị Khải thánh công, bốn vị phối hưởng ở án tả và hữu là Nhan Vô Do, Tăng Điểm, Khổng Lý và Mạnh Tôn Thị; bốn vị thờ phụ là Chu Phụ Thành, Trình Hướng, Trương Địch và Châu Tùng."
q2_3_4_page_40-0005,Hằng năm tế vào ngày đinh theo với Văn Miếu.
q2_3_4_page_41-0001,VŨ MIẾU
q2_3_4_page_41-0002,Ở địa phận xã Yên Ninh về phía tây Kinh thành.
q2_3_4_page_41-0003,"Thể chế: nhà chính 3 gian, 2 chái, nhà trước 5 gian, 2 nhà Tả vu, Hữu vu đều 5 gian; xung quanh xây tường gạch, trước mặt cửa Nghi Môn tả và hữu 2 cửa nách."
q2_3_4_page_41-0004,"Án chính giữa thờ thần vị Thượng phụ Khương Thái Công, dãy phía đông thờ Quản Trọng nước Tề, Tôn Vũ Tử nước Ngô, Hàn Tín nhà Hán, Lý Thạnh nhà Đường, Từ Đạt nhà Minh; dãy phía tây thờ Điền Nhương Thư nước Tề, Trương và Gia Cát Lượng nhà Hán, Quách Tử Nghi nhà Đường, Nhạc Phi nhà Tống."
q2_3_4_page_41-0005,"Tả vu thờ Trần Quốc Tuấn nhà Trần, Nguyễn Hữu Tiến và Tôn Thất Hội bản triều (nhà Nguyễn)."
q2_3_4_page_41-0006,"Hữu vu thờ Lê Khôi nhà Lê, Nguyễn Hữu Dật và Nguyễn Văn Trương bản triều (nhà Nguyễn)."
q2_3_4_page_41-0007,"Hằng năm, tế vào tháng trọng xuân và tháng trọng thu sau tế miếu Lịch đại đế vương một ngày."
q2_3_4_page_41-0008,Bia Vũ công tả và hữu trước sân miếu dựng từ năm Minh Mệnh thứ 17.
q2_3_4_page_41-0009,Năm Tự Đức thứ 3 lại dựng tiếp theo.
q2_3_4_page_41-0010,SƠN LĂNG
q2_3_4_page_41-0011,LĂNG TRƯỜNG CƠ
q2_3_4_page_41-0012,"Táng Thái Tổ Gia Dụ Hoàng Đế, ở địa phận xã La Khê, huyện Hương Trà."
q2_3_4_page_41-0013,"Nguyên trước lăng ở núi Thạch Hãn huyện Vũ Xương (nay là huyện Đăng Xương), sau rước để ở đây."
q2_3_4_page_41-0014,"Năm Gia Long thứ 5, mới đặt tên các lăng."
q2_3_4_page_41-0015,"Năm Minh Mệnh thứ 2, phong tên núi là Khải Vân Sơn và thờ phụ ở đàn Kính xét: theo thể chế cũ, thì 2 lần thành bao bọc trong ngoài các tôn lăng đều hơi thấp, năm Minh Mệnh thứ 21 sửa đắp cao lên đều 2, 3 trượng, trước mặt thành ngoài đặt thêm cửa có cánh."
q2_3_4_page_42-0001,LĂNG VĨNH CƠ
q2_3_4_page_42-0002,"Táng Gia Dụ Hoàng Hậu, ở núi Hải Cát huyện"
q2_3_4_page_42-0003,LĂNG TRƯỜNG DIỄN
q2_3_4_page_42-0004,"Táng Hy Tông Hiếu Văn Hoàng Đế, ở núi Hải Cát, huyện Hương Trà."
q2_3_4_page_42-0005,"Trước kia lăng ở sơn phần HUYỆN Quảng Điền, sau rước để ở đây."
q2_3_4_page_42-0006,LĂNG VĨNH DIEN
q2_3_4_page_42-0007,Táng Hiếu Văn Hoàng Hậu.
q2_3_4_page_42-0008,LĂNG TRƯỜNG DIÊN
q2_3_4_page_42-0009,"Táng Thần Tông Hiếu Chiêu Hoàng Đế, ở núi Yên Bằng, huyện Hương Trà."
q2_3_4_page_42-0010,LĂNG VĨNH DIỆN
q2_3_4_page_42-0011,Táng Hiếu Chiêu Hoàng Hậu.
q2_3_4_page_43-0001,LĂNG TRƯỜNG HƯNG
q2_3_4_page_43-0002,"Hải Cát, huyện Hương Trà."
q2_3_4_page_43-0003,LĂNG VĨNH HƯNG
q2_3_4_page_43-0004,"Ninh, huyện Hương Trà."
q2_3_4_page_43-0005,LĂNG QUANG HƯNG
q2_3_4_page_43-0006,"Định Môn, huyện Hương Trà."
q2_3_4_page_43-0007,LĂNG TRƯỜNG MẬU
q2_3_4_page_43-0008,"Kim Ngọc, huyện Hương Trà."
q2_3_4_page_43-0009,LĂNG VĨNH MẬU
q2_3_4_page_43-0010,HUYỆN Hương Trà.
q2_3_4_page_43-0011,LĂNG TRƯỜNG THANH
q2_3_4_page_43-0012,"Kim Ngọc, huyện Hương Trà."
q2_3_4_page_43-0013,LĂNG VĨNH THANH
q2_3_4_page_43-0014,"HUYỆN Hương Trà. Táng Thái Tông Hiếu Triết Hoàng Đế, ở núi Táng Hiếu Triết Hoàng Hậu Chu thi, ở núi Yên Táng Hiếu Triết Hoàng Hậu Tống thị, ở núi Táng Anh Tông Hiếu Nghĩa Hoàng Đế, ở núi Táng Hiếu Nghĩa Hoàng Hậu, ở núi Định Môn Táng Hiến Tông Hiếu Minh Hoàng Đế, ở núi Táng Hiếu Minh Hoàng Hậu, ở núi Trúc Lâm"
q2_3_4_page_44-0001,LĂNG TRƯỜNG PHONG
q2_3_4_page_44-0002,"Định Môn, huyện Hương Trà."
q2_3_4_page_44-0003,LĂNG VĨNH PHONG
q2_3_4_page_44-0004,HUYỆN Hương Trà.
q2_3_4_page_44-0005,LĂNG TRƯỜNG THÁI
q2_3_4_page_44-0006,"Khê, huyện Hương Trà."
q2_3_4_page_44-0007,LĂNG VĨNH THÁI
q2_3_4_page_44-0008,HUYỆN Hương Thủy.
q2_3_4_page_44-0009,NGUYÊN SU
q2_3_4_page_44-0010,LĂNG TRƯỜNG THIỆU
q2_3_4_page_44-0011,"8, rước để ở đấy."
q2_3_4_page_44-0012,LĂNG CƠ THÁNH
q2_3_4_page_44-0013,"Táng Túc Tông Hiếu Ninh Hoàng Đế, ở núi Táng Hiếu Ninh Hoàng Hậu, ở núi Long Hồ Táng Thế Tông Hiếu Vũ Hoàng Đế, ở núi La ""Táng Hiếu Vũ Hoàng Hậu, ở núi Dương Xuân"
q2_3_4_page_44-0014,SƠN PHẦN TUỆ TĨNH THÁNH MẪU
q2_3_4_page_44-0015,"Ở xã An Cựu, huyện Hương Thủy."
q2_3_4_page_44-0016,"Táng Duệ Tông Hiếu Định Hoàng Đế, ở núi La Khê, huyện Hương Trà; trước kia lăng ở địa phận HUYỆN Bình Dương đất Gia Định, năm Gia Long thứ Táng Hưng Tổ Hiếu Khang Hoàng Đế, ở núi Cư Chính huyện Hương Thủy."
q2_3_4_page_44-0017,"Tương truyền, năm Kỷ Dậu, Hưng tổ băng, tạm để tử cung ở nhà riêng tại Dương Xuân, chưa tìm được đất chôn cất, một đêm, có người sư già đến hỏi rằng: ""Đã tìm được đất chưa?"
q2_3_4_page_44-0018,""". Người nhà trả lời ""chưa""."
q2_3_4_page_44-0019,"Người sư già chỉ vào chỗ lõm ở núi Cư Chính mà nói: ""Đấy là đất táng đấy, tôi đã cắm cây, sáng mai cứ đến đấy nhận phương hướng mà yên tángg""."
q2_3_4_page_44-0020,"Nói xong đi ngay. Sáng sớm hôm sau, người nhà theo lời sư nói đi tìm, quả nhiên thấy cây cắm, theo tìm người sư thì không thấy tung tích đâu cả, bèn đem tử cung táng ở đây."
q2_3_4_page_44-0021,"Mùa đông năm Canh Tuất, Tây Sơn vô lễ sai đồ đảng là Đô đốc Nguyễn Văn Ngũ đem quan tài bỏ xuống vực sông trước lăng."
q2_3_4_page_44-0022,"Vừa chợt lúc ấy nhà tên Ngũ thất hỏa, tên Ngũ chạy về cứu cháy, thì Nguyễn Ngọc Huyên, người xã Cư Chính lặn xuống nước đem giấu đi chỗ khác."
q2_3_4_page_44-0023,Về sau chỗ Tây Sơn bỏ quan tài xuống nổi thành gò cát.
q2_3_4_page_44-0024,"Mùa hè năm Tân Dậu, khôi phục được Kinh thành cũ, Nguyễn Ngọc Huyên đem việc này tâu bày, bèn chọn ngày tốt, lại đem yên táng ở chỗ đất cũ."
q2_3_4_page_44-0025,"Năm Gia Long thứ 5, sửa đắp sơn lăng, dâng tên hiện nay là lăng Cơ Thánh."
q2_3_4_page_44-0026,"Năm Minh Mệnh thứ 2, phong tên núi là Hưng Nghiệp Sơn và thờ phụ ở đàn Nam Giao."
q2_3_4_page_45-0001,LĂNG THỤY THÁNH
q2_3_4_page_45-0002,"Táng Hiếu Khang Hoàng Hậu, ở núi Định Môn huyện Hương Trà."
q2_3_4_page_45-0003,"Năm Gia Long thứ 11 xây dựng sơn lăng, và dựng tẩm điện ở phía tả bảo thành, lại dựng điện phối hướng tả hữu và dâng tên lăng."
q2_3_4_page_46-0001,LĂNG THIÊN THỤ
q2_3_4_page_46-0002,"Táng Thế Tổ Cao Hoàng Đế, ở núi Thọ Sơn xã Định Môn, huyện Hương Trà, xây đắp từ năm Gia Long thứ 14, gọi là lăng Thiên Thọ, quan tài Thừa Thiên Cao Hoàng Hậu cũng hợp táng ở lăng này."
q2_3_4_page_46-0003,"Mặt trước lăng rộng 150 trượng, ba mặt tả hữu và sau đều rộng 100 trượng, bốn mặt thành đều dài hơn 14 trượng; chỗ nấm mộ dựng hai ngôi đá."
q2_3_4_page_46-0004,"Trước mặt xây đá làm bậc, phía hữu lăng dựng tẩm điện gọi là điện Minh Thành, lại dựng điện phối hưởng tả, hữu; phía trước điện là Nghi môn, phía sau là Tòng viện; phía tả lăng dựng nhà bia ""Thánh đức thần công""."
q2_3_4_page_46-0005,"Phong núi Thọ Sơn là Thiên Thọ Sơn, thờ phụ ở đàn Nam Giao."
q2_3_4_page_46-0006,"Bốn mặt núi quanh châu gồm 36 ngọn, đều ban cho tên gọi, đều thuộc trọng địa lăng tẩm (xem thêm phủ Thừa Thiên)."
q2_3_4_page_46-0007,THIÊN THỤ HỮU LĂNG
q2_3_4_page_46-0008,"Táng Thuận Thiên Cao Hoàng Hậu, ở phía hữu lăng Thiên Thọ."
q2_3_4_page_46-0009,Năm Thiệu Trị thứ 6 dâng tên là Thiện Thụ hữu lăng.
q2_3_4_page_46-0010,Phía hữu Bảo Thành dựng tẩm điện ở núi Mỹ Sơn gọi là điện Gia Thành các phối điện tả hữu.
q2_3_4_page_47-0001,HIẾU LĂNG
q2_3_4_page_47-0002,"Táng Thánh Tổ Nhân Hoàng Đế, ở núi Cẩm Kê ấp An Bằng huyện Hương Trà."
q2_3_4_page_47-0003,"Năm Minh Mệnh thứ 21, ban cho tên núi là Hiếu Sơn."
q2_3_4_page_47-0004,"Năm Thiệu Trị thứ 1 dâng tên lăng, Hiến Tổ Chương Hoàng Đế mới phỏng theo phép ""toại"" đời xưa mà đào đất xây cung, xung quanh xây bọc bảo thành, cửa gọi là cửa Bảo Thành."
q2_3_4_page_47-0005,"Phía trước đào hồ Tân Nguyệt, giữa hồ bắc cầu Thông Minh chính trực, phía hữu bắc cầu đá hình bán nguyệt."
q2_3_4_page_47-0006,"Trên núi tam Tài ở trước hồ dựng lầu gọi là Minh Lâu, phía tả lầu là Thành Sơn, phía hữu là Bình Sơn; hồ ở dưới lầu gọi là hồ Trừng Minh, trong hồ đắp đê dài và bắc ba cầu đá là cầu Trung Đạo, cầu Tả Phụ và cầu Hữu Bật."
q2_3_4_page_47-0007,"Bên cạnh liền bờ nước dựng đình Điểu Ngư, góc núi cạnh hồ dựng quán Nghinh Lương."
q2_3_4_page_47-0008,"Phía trước cầu Trung Đạo ngọn núi lớn chính giữa gọi là núi Phụng Thần, trên núi dựng điện Sùng Ân, trước điện dựng phối viện đông tây, phía sau điện dựng Tòng viện đông tây; tường quanh điện mở bốn cửa, phía nam là cửa Hiển Đức, phía bắc là cửa Hoằng Trạch, đông tây là hai cửa nách."
q2_3_4_page_47-0009,Ngoài cửa Hiển Đức xây bái đình 3 bậc.
q2_3_4_page_47-0010,"Phía nam thần đạo đắp trùng đài, trên đài làm nhà dựng bia ""Thánh đức thần công""; lại dựng gác Linh Phương ở núi Đông Trạch, hiên Thuần Lộc ở núi Đức Hoá, sở Quan Lan ở núi đạo Thống, tạ Hư Hoài ở đảo Tây Trấn."
q2_3_4_page_47-0011,Hơi về phía sau điện Sùng Ân thì dựng Thần Khố; đặt Tả tùng phòng ở núi Tĩnh Sơn và Hữu tùng phòng ở núi Ý Sơn.
q2_3_4_page_47-0012,"Phía ngoài đắp la thành, chu vi 433 trượng linh, mặt trước mở cửa Đại Hồng, mặt đông mở cửa Tả Hồng, mặt tây mở cửa Hữu Hồng."
q2_3_4_page_47-0013,"Ở trong la thành dựng nhà Truy Tư trai ở núi Phúc Âm, ngoài la thành đặt Tả trực phòng, Hữu trực phòng và các nhà lính Tả thủ hộ, Hữu thủ hộ."
q2_3_4_page_48-0001,LĂNG HIẾU ĐÔNG
q2_3_4_page_48-0002,"Táng Tá Thiên Nhân Hoàng Hậu, ở xã Cư Chính, huyện Hương Thủy."
q2_3_4_page_48-0003,"Năm Thiệu Trị thứ 1, sửa Sơn Lăng và dâng tên hiện nay."
q2_3_4_page_48-0004,"Phía trước, phía sau Bảo Thành đều xây bình phong và bái đình 3 bậc, phía đông phía tây đều xây lan can, trước mặt xây hồ, phía ngoài xây hai trụ biểu, xung quanh dựng mốc giới 40 chỗ."
q2_3_4_page_48-0005,XƯƠNG LĂNG
q2_3_4_page_48-0006,"Táng Hiến Tổ Chương Hoàng Đế, ở xã Cư Chính, huyện Hương Thủy."
q2_3_4_page_48-0007,"Năm Tự Đức thứ 1, dâng tên núi là Thuận Đạo và dâng tên lăng."
q2_3_4_page_48-0008,"Trên mặt đất xây bảo thành, dưới mặt đất đào toại đạo (đường ngầm), phía tả dựng điện Biểu Đức, cửa điện gọi là cửa Hồng Trạch, phía hữu đối thẳng thì dựng lầu Đức Hình, đối ngang với Minh Đức (trước là Hình Đức), hơi về phía sau thì dựng gác Hiển Quang."
q2_3_4_page_48-0009,"Phía trước bảo thành nước hồ chảy vòng quanh ôm lại, sắc nước xanh và trong suốt gọi là hồ Ngưng Thuý; bắc ba cầu đá qua hồ thông với Minh Đức, giữa là cầu Chính Trung, tả là cầu Đông Hòa, hữu là cầu Tây Định."
q2_3_4_page_48-0010,"Nhà bia ở trước lầu Minh Đức dựng bia ""Thánh đức thần công"", trước nhà bia nước hồ trong sạch gọi là hồ Nhuận Trạch."
q2_3_4_page_48-0011,Về phía tả là Thần khổ và nhà binh lính.
q2_3_4_page_48-0012,"Các tôn lăng và các sở tẩm điện, lâu các, hiên quán môn đình ở trên có đặt chức Hộ lăng chánh sứ và Hộ lăng phó sứ, có ty Điển nghi thuộc dưới quyền, lại có 4 vệ Hộ lăng trung tiền tả hữu."
q2_3_4_page_48-0013,Việc châu chực ở Xương Lăng thì trích lấy biển binh một vệ Kỳ võ nhất để canh giữ.
q2_3_4_page_48-0014,Từ cột mốc giới trở vào đều cấm hái củi.
q2_3_4_page_49-0001,UYỂN HỰU
q2_3_4_page_49-0002,DOANH CHÂU
q2_3_4_page_49-0003,"Ở hồ Kim Thủy về gốc đông bắc trong Hoàng thành, có đủ các thắng cảnh đường, lầu, đình, tạ, cầu, đê."
q2_3_4_page_49-0004,"Kính xét: khoảng niên hiệu Thiệu Trị có thơ thánh chế tả 22 cảnh Doanh Châu, đầu để là Gác Hải Tĩnh niên phong; Lầu Vô hạn ý."
q2_3_4_page_49-0005,3. Lầu Nhật thành 4.
q2_3_4_page_49-0006,Đường Cát vân 5. Hiên Tự ấm 6.
q2_3_4_page_49-0007,Tạ Tứ phương bình định 10.
q2_3_4_page_49-0008,Đình quang đức 11 Đình Bát phong tùng luật 17.
q2_3_4_page_49-0009,Tiên sa 18. An phường 20.
q2_3_4_page_49-0010,Đảo Trấn bắc
q2_3_4_page_50-0001,VƯỜN KỲ HẠ
q2_3_4_page_50-0002,Ở phía nam hồ Kim Thủy về phía tả trong Hoàng thành.
q2_3_4_page_50-0003,"Phía trước là điện Khâm Văn, hướng về nam; phía bắc điện là Minh Hồ, giữa hồ dựng gác Quang Biểu; phía sau có lầu Thưởng Thắng hướng về bắc."
q2_3_4_page_50-0004,"Phía tả là tạ Hòa Phong, phía hữu là hành lang Khả Nguyệt, xung quanh là hồi lang Tứ Phương Ninh Mật, phía đông là thư trai Minh Lý, phía tây là hiên Thận Nhật."
q2_3_4_page_50-0005,"Phía tây Minh Hồ là sông Trại Võ, động Phúc Duyên và Đào Nguyên; gần về phía tả là cầu Kim Nghệ Ngọc Đống."
q2_3_4_page_50-0006,"Phía tả lầu Thưởng Thắng là các thắng cảnh: núi Thọ Yên, Tùng Đình, ao Thụy Liên và núi Quân Tử."
q2_3_4_page_50-0007,Phía nam là cửa Thượng Uyển.
q2_3_4_page_50-0008,Năm Tự Đức thứ 2 dùng điện Khâm Văn làm chỗ Kinh Diên.
q2_3_4_page_50-0009,"Kính xét: đầu niên hiệu Gia Long, vườn này là chỗ học tập trong nội đình lúc Thánh Tổ Nhân Hoàng Đế còn náu trong cung, đến khi ngài ra các thì tôn lên làm Thiên Phủ."
q2_3_4_page_50-0010,"Năm Minh Mệnh thứ 18 đổi sửa sang phủ tàng, dựng đường Cơ Hạ, tiếp với núi Hồ Cảnh phía sau Doanh Châu."
q2_3_4_page_50-0011,"Đầu đời Thiệu Trị dựng dinh điện, tôn gọi là viên (vườn)."
q2_3_4_page_50-0012,Thơ Thánh chế tả 14 cảnh Cơ Hạ viên đầu đề là: 1.
q2_3_4_page_50-0013,Điện khai văn yến; 2.
q2_3_4_page_50-0014,Lâu thưởng Bồng doanh; 3.
q2_3_4_page_50-0015,Các minh tử chiếu; 4.
q2_3_4_page_50-0016,Lang tập quân phương; 5.
q2_3_4_page_50-0017,Hiên sinh thi tử; 6.
q2_3_4_page_50-0018,Trai tả thi hoài; 7.
q2_3_4_page_50-0019,Trị lưu liên phưởng; 8.
q2_3_4_page_50-0020,Sơn tủng tùng đình; 9.
q2_3_4_page_50-0021,Nghê kiều tế nguyệt; 10.
q2_3_4_page_50-0022,Thủy tạ quang phong; 11.
q2_3_4_page_50-0023,Vũ giang thắng tích; 12.
q2_3_4_page_50-0024,Tiên động phương tung; 13.
q2_3_4_page_50-0025,Hồ tâu liễu lãng; 14.
q2_3_4_page_50_51-0001,"Đảo thụ oanh thanh Ở phía nam Kinh khố (kho Kinh), góc đông bắc ngoài Hoàng thành, quanh xây tường gạch, bốn HỒ TĨNH TÂM: cửa nam là Hạ Huân, đông là Xuân Quang, tây là Thu Nguyệt, bắc là Đông Hi."
q2_3_4_page_51-0001,"Trong hồ có ba hòn đảo: đảo Bồng Lai phía nam, trên đảo dựng điện Bồng Doanh, phía đông là tạ Thanh Tâm, phía tây là lầu Trừng Luyện, phía nam là cửa điện, trước cửa là cầu Bồng Doanh, phía bắc là cửa Hồng Cử, trước cửa là cầu Hồng Cử."
q2_3_4_page_51-0002,"Đảo Phương Trượng ở phía bắc, trên đảo dựng gác Nam Huân, phía đông là nhà Thiên nhiên, phía tây là hiên Dương Tính, phía bắc là lầu Tĩnh Tâm, phía nam là cửa Bích Tảo, trước cửa là cầu Bích Tảo."
q2_3_4_page_51-0003,"Quãng giữa hai hòn đảo dựng đình Tứ Đạt, phía nam đình thông với cầu Hồng Cử, phía bắc đình thông với cầu Bích Tảo, phía đông và phía tây cầu đắp đê dài, ven đường đê đều trồng cây liễu, gọi là đê Kim Oanh."
q2_3_4_page_51-0004,"Đê này phía đông qua cầu Lục Liễu suốt đến cửa Xuân Quang, phía tây qua cầu Bạch Tần suốt đến cửa Thu Nguyệt."
q2_3_4_page_51-0005,"Phía tây nam cầu Bạch Tần trên hồ nước dựng Khúc tạ, trước Khúc tạ trồng sang phía nam là đảo Doanh Châu."
q2_3_4_page_51-0006,"Các cầu đều che mái ngói, trong hồ thả sen, bờ hồ trồng trúc, chim bay cá nhảy, óng ánh sắc đỏ sắc xanh."
q2_3_4_page_52-0001,"Kính xét: hồ này, đầu niên hiệu Gia Long, nhân sông cũ đắp chặn lại, rồi đào thêm rộng và vuông, trong hồ có hai bãi nổi, dựng kho chứa thuốc nổ và kho diêm tiêu, gọi là hồ ký tế."
q2_3_4_page_52_53-0001,"Năm Minh Mệnh thứ 19, dời hai kho sang phía đông, dùng địa điểm này làm hồ Tĩnh Tâm, lại có tên là Bắc Hồ."
q2_3_4_page_53-0001,Tập thơ Thánh chế tả 10 cảnh Bắc Hồ là: 1.
q2_3_4_page_53-0002,Oanh đê xuân sắc; 2.
q2_3_4_page_53-0003,Khúc tạ hà phong; 3.
q2_3_4_page_53-0004,Tĩnh hồ minh nguyệt; 4.
q2_3_4_page_53-0005,Trúc kính thừa lương; 5.
q2_3_4_page_53-0006,Thủy tạ quan ngư; 6.
q2_3_4_page_53-0007,Hồ lâu yên vũ; 7.
q2_3_4_page_53-0008,Khinh sa thưởng liên; 8.
q2_3_4_page_53-0009,Nam huân lãm thắng; 9.
q2_3_4_page_53-0010,Trừng luyện vãn điểu; 10.
q2_3_4_page_53-0011,Tam châu hiểu cảnh. Mười bài thơ này đều khắc vào biển để treo.
q2_3_4_page_53-0012,"Khoảng niên hiệu Thiệu Trị, tập thơ Thánh chế tả 20 cảnh Thần kinh, hồ Tĩnh Tâm là một, đầu đề bài thơ là Tĩnh Hồ hạ hứng, đem khắc vào biển đồng."
q2_3_4_page_53-0013,"Về phía bắc Hoàng thành, trước có vườn Thư Quang, ở phường Nhuận Ốc phía nam Ngự Hà, chu vi hơn một dặm, chính giữa dựng lầu Thưởng Thắng, phía đông là điện Phụng Phương, phía tây là đình Tiến Phương, phía nam là hiến Trừng Phương, phía bắc là viên Hợp Phương."
q2_3_4_page_53-0014,"Xung quanh đào hồ, xây cửa nước để thông với nước Ngự Hà giúp hai bờ hồ xây hoa đài, bốn mặt hoa hồ đều bắc cầu, cầu phía đông, phía tây thì cao, có che mái ngói, cầu phía nam và phía bắc thì bằng, đặt ván có máy để tiện cho thuyền đi qua."
q2_3_4_page_53-0015,"Vườn này hướng về đông, nên đặt tên là vườn Thư Quang, dựng từ năm Minh Mệnh thứ 17."
q2_3_4_page_53-0016,"Kính xét: khi vườn Thư Quang dựng xong, Thánh Tổ Nhân Hoàng Đế rước từ giá Thuận Thiên Cao Hoàng Hậu lên chơi xem lầu Thưởng Thắng đã ngự chế bài thơ ghi lại việc này (xem Thánh chế thi tập)."
q2_3_4_page_53-0017,"Năm thứ 19, cho các tiến sĩ mới ăn yến ở đây, gọi là yến Thư Quang, cho vào vườn xem hoa, đời truyền là việc lớn."
q2_3_4_page_53-0018,"Năm Thiệu Trị thứ 3, tập thơ Thánh chế vịnh 20 cảnh Thần kinh, Thư Quang viên là một, đầu đề là ""Thư uyển xuân quang"", đem khắc vào biển đồng; sau thấy địa điểm này gần sát cung Khánh Ninh, bèn cho dỡ lấy vật liệu ở lầu và điện đem dựng vườn Cơ Hạ, mà bỏ vườn Thư Quang."
q2_3_4_page_54-0001,VƯỜN THƯỜNG MẬU
q2_3_4_page_54-0002,"Ở địa phận phường Thừa Đức, phía nam Tịch Điền trong Kinh thành."
q2_3_4_page_54-0003,"Trong vườn dựng đảo Bồng Hồ, xung quanh đảo hồ, gọi là hồ Thanh Ninh."
q2_3_4_page_54-0004,"Trên đảo dựng lầu Kỷ Ân (trước là Thừa Ân, năm Thiệu Trị thứ nhất đổi tên gọi hiện nay), khắc đá dựng bia ở phía tả cửa lầu, trước lầu hướng về nam là hiền Tu Trai, thêm hiền sát với hồ, bờ phía nam và phía bắc đều dựng cột đá và cửa Linh Tinh."
q2_3_4_page_54-0005,"Về phía nam lầu là nhà Chỉ Thiện, hành lang đài ở phía tả và phía hữu liền với lầu Kỷ Ân, hành lang qua hồ bắc cầu ở phía tả cầu Quang Phong, phía hữu gọi là cầu Tề Nguyệt."
q2_3_4_page_54-0006,"Về phía bắc lầu, phía tả là gác Thông Minh, phía hữu là tạ Trừng Thanh, đều dựng trong nước; lại về phía bắc trong hồ, có núi, gọi là núi Tam Thọ, phía nam núi có đình Lục Hợp, phía đông có quán Tứ Đại, phía tây có tháp Giác Viên."
q2_3_4_page_54-0007,Trong vườn có giếng gọi giếng Cam Lộ.
q2_3_4_page_54-0008,"Kính xét: năm Minh Mệnh thứ 21, mở một danh viên ở trước Tịch Điền, lấy vật liệu ở hiện và lầu trong Ngự Uyển, đem đến xây dựng ở đây, đắp núi, đào hồ, đặt tên là Thường Mậu viên, nhân đấy cho Hiến Tổ Chương Hoàng Đế làm nơi nghiên cứu Kinh, sử trong thì giờ rảnh việc sau khi thăm chào."
q2_3_4_page_54-0009,"Đầu niên hiệu Thiệu Trị, lại sửa sang để làm nơi trú tất khi cày Tịch điền."
q2_3_4_page_54-0010,"Ngự chế tập thơ vịnh 10 cảnh Thường Mậu viên, đầu đề như sau: 1."
q2_3_4_page_54-0011,Cao lâu thắng thưởng; 2.
q2_3_4_page_54-0012,Quảng hạ đàm văn; 3.
q2_3_4_page_54-0013,Hiên lan hoa lộ; 4.
q2_3_4_page_54-0014,Trai phố tịch hà; 5.
q2_3_4_page_54-0015,Sơn đình mai vũ; 6.
q2_3_4_page_54-0016,Thủy các hoa phong; 7.
q2_3_4_page_54-0017,Thanh trì hương luyện; 8.
q2_3_4_page_54-0018,Lương tạ tình ba; 9.
q2_3_4_page_54-0019,Long kiều giá nguyệt; 10.
q2_3_4_page_54-0020,"Tam phong sáp vân. Lại 20 cảnh thần kinh, vườn này là một đầu đề, đó là ""Thường Mậu quan canh"", khắc vào biển đồng."
q2_3_4_page_55-0001,VƯỜN THƯỜNG THANH
q2_3_4_page_55-0002,Ở địa phận phường Phong Doanh về phía đông Kinh thành.
q2_3_4_page_55-0003,"Trong vườn dựng nhà Hòa Thịnh, quanh xây tường gạch, vườn trồng nhiều cây quả ngon."
